event ID,permissions,month,day,year,iso 8601,recording location,event title,event notes,technical/recording notes,tape number,tape side,speakers 1,speakers 2,speakers 3,speakers 4,speakers 5,speakers 6,speakers 7,speakers 8,speakers 9,speakers 10,speakers 11,speakers 12,film titles 1,film titles 2,film titles 3,film titles 4,film titles 5,film titles 6,film titles 7,film titles 8,film titles 9,film titles 10,film titles 11,film titles 12,film titles 13,film titles 14,film titles 15,film titles 16,film titles 17,film titles 18
00491,,02,01,1986,1986-02-01T00:00:00Z,PFA,,,,768,,Robert Gitt,,,,,,,,,,,,Doctor X,The Toll of the Sea,Mystery of the Wax Museum,,,,,,,,,,,,,,,
00492,,02,07,1986,1986-02-07T00:00:00Z,PFA,,,,769,,Jon Gartenberg,,,,,,,,,,,,Nothing Sacred,Notorious,Dodsworth,The Big Trail,,,,,,,,,,,,,,
00493,,02,12,1986,1986-02-12T00:00:00Z,PFA,,,,770,,Tony Rischardson,,,,,,,,,,,,The Loneliness of the Long Distance Runner,,,,,,,,,,,,,,,,,
00494,,02,25,1986,1986-02-25T00:00:00Z,PFA,,,,771,,Clemens Klopfenstein,,,,,,,,,,,,The Call of Sibylla,"Tierra del Fuego,a Whole Night Long",The Story of Night,The Silesian Gate,Trances: Rider on a Dead Horse,,,,,,,,,,,,,
00495,,02,23,1986,1986-02-23T00:00:00Z,PFA,Forum: Fond de la Television: Implications of the Godard Tapes for American Independent Television Producers,,,772,,Lawrence Daressa,James Roy MacBean,Jon Jost,,,,,,,,,,,,,,,,,,,,,,,,,,,
00496,,01,17,1986,1986-01-17T00:00:00Z,PFA,,,,773,,William K. Everson,,,,,,,,,,,,The Golden Salamander,Les Esoioms,,,,,,,,,,,,,,,,
00497,,03,04,1986,1986-03-04T00:00:00Z,PFA,,,,774,,Christoph Janetzko,,,,,,,,,,,,Fenster,Change,SN,S1,,,,,,,,,,,,,,
00498,,03,05,1986,1986-03-05T00:00:00Z,PFA,,,,775,,Lourdes Portillo,Susana Munoz,,,,,,,,,,,Las Madres de Plaza de Mayo,,,,,,,,,,,,,,,,,
00499,,03,08,1986,1986-03-08T00:00:00Z,PFA,,,,776,,Stephen Gong,,,,,,,,,,,,Lost Horizon,,,,,,,,,,,,,,,,,
00500,,03,10,1986,1986-03-10T00:00:00Z,PFA,,,,777,,Terry Zwigoff,,,,,,,,,,,,Louie Bluie,,,,,,,,,,,,,,,,,
00501,,03,12,1986,1986-03-12T00:00:00Z,PFA,,,,778,,Stanley Kramer,,,,,,,,,,,,Guess Who’s Coming to Dinner,,,,,,,,,,,,,,,,,
00502,,03,19,1986,1986-03-19T00:00:00Z,PFA,,,,779,,Robert Gardner,,,,,,,,,,,,Forest of Bliss,,,,,,,,,,,,,,,,,
00503,,03,21,1986,1986-03-21T00:00:00Z,PFA,,,,780,,Fernando Birri,,,,,,,,,,,,My Son Che,,,,,,,,,,,,,,,,,
00504,,03,23,1986,1986-03-23T00:00:00Z,PFA,,,,781,,Anja Breien,,,,,,,,,,,,Wives,Wives—Ten Years After,,,,,,,,,,,,,,,,
00505,,03,26,1986,1986-03-26T00:00:00Z,PFA,,,,781,A,Dennis O’Rourke,,,,,,,,,,,,Half Life,,,,,,,,,,,,,,,,,
00506,,03,29,1986,1986-03-29T00:00:00Z,PFA,,,,782,,Paul Leduc,,,,,,,,,,,,Frida,,,,,,,,,,,,,,,,,
00507,,04,01,1986,1986-04-01T00:00:00Z,PFA,Russian Eccentrics Series,,,783,,Ian Christie,,,,,,,,,,,,Devil’s Wheel,,,,,,,,,,,,,,,,,
00508,,04,04,1986,1986-04-04T00:00:00Z,PFA,Archival Treasures from AFI,,,784,,Joe Empsucha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00509,,04,08,1986,1986-04-08T00:00:00Z,PFA,,,,785,,Paul Sharits,,,,,,,,,,,,3rd Degree,Brancusi’s Sculpture,Ensemble at Tirgo Jiu,,,,,,,,,,,,,,,
00510,,04,09,1986,1986-04-09T00:00:00Z,PFA,Spanish Civil War Films: The Good Fight,,,786,,Bill Bailey,,,,,,,,,,,,,The Spanish Earth,Guernica,,,,,,,,,,,,,,,
00511,,04,10,1986,1986-04-10T00:00:00Z,PFA,,,,787,,John Baldessari,,,,,,,,,,,,Title,Script,Six Colorful Inside Jobs,,,,,,,,,,,,,,,
00512,,04,13,1986,1986-04-13T00:00:00Z,PFA,,,,788,,Jørgen Leth,,,,,,,,,,,,Moments of Play,Notebook from China,,,,,,,,,,,,,,,,
00513,,04,19,1986,1986-04-19T00:00:00Z,PFA,,,,789,,Alan Pakula,,,,,,,,,,,,All The Presidents Men,,,,,,,,,,,,,,,,,
00514,,04,22,1986,1986-04-22T00:00:00Z,PFA,,8 films,,790,,Stan Brakhage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00515,,04,29,1986,1986-04-29T00:00:00Z,PFA,Short Film Series,,,791,,Guy Sherwin,,,,,,,,,,,,,Messages,,,,,,,,,,,,,,,,
00516,,05,01,1986,1986-05-01T00:00:00Z,Wheeler Auditorium,,,,792,,Masahiro Shinoda,,,,,,,,,,,,Gonza the Separman,,,,,,,,,,,,,,,,,
00517,,05,03,1986,1986-05-03T00:00:00Z,PFA,,,,794,,David Lynch,,,,,,,,,,,,The Elephant Man,Eraserhead,,,,,,,,,,,,,,,,
00518,,05,05,1986,1986-05-05T00:00:00Z,PFA,,,,795,,Wayne Wang,,,,,,,,,,,,Dim Sum,,,,,,,,,,,,,,,,,
00519,,05,06,1986,1986-05-06T00:00:00Z,PFA,,,,796,,Tony Buba,,,,,,,,,,,,The Braddock Chronicles,,,,,,,,,,,,,,,,,
00520,,05,09,1986,1986-05-09T00:00:00Z,PFA,,,,797,,Lorraine Gray,,,,,,,,,,,,The Global Assembly Lin,,,,,,,,,,,,,,,,,
00521,,05,15,1986,1986-05-15T00:00:00Z,PFA,,Beijing Film Academy Delegation,,798,,,,,,,,,,,,,,Marriage,SACRIFICED YOUTH,Our Farmiand,Neighbors,he Road,,,,,,,,,,,,,
00522,,05,27,1986,1986-05-27T00:00:00Z,PFA,,,,799,,William K. Everson,,,,,,,,,,,,Off Beat,My Learned Friend,Sleeping Car to Trieste,Mine Own Executioner,Cottage to Let,My Sister and I,The House of the Arrow,,,,,,,,,,,
00523,,05,29,1986,1986-05-29T00:00:00Z,PFA,,,,800,,William K. Everson,,,,,,,,,,,,Cottage to Let,My Sister and I,The House of the Arrow,Circle of Danger,They Made Me a Fugitive,Daybreak,,,,,,,,,,,,
00524,,06,01,1986,1986-06-01T00:00:00Z,PFA,,,,801,,William K. Everson,,,,,,,,,,,,Something in Her EYE,A Lucky Strike,Irene,Without Honor,The Dancers,90 Degrees South,Rough Romance,Tundra,The Wooden Horse,Convoy,,,,,,,,
00525,,06,05,1986,1986-06-05T00:00:00Z,PFA,,,,802,,William K. Everson,,,,,,,,,,,,Summer Storm,Sleep My Love,Strangler of the Swamp,Devil Bat’s,Daughter,"Dogs, Do You Want to Live forever",,,,,,,,,,,,
00526,,06,07,1986,1986-06-07T00:00:00Z,PFA,,,,803,,William K. Everson,,,,,,,,,,,,Tell No Tales,Turn Back the Clock,The Kentucky Derby,The White Tiger,Thru Different Eyes,,,,,,,,,,,,,
00527,,06,14,1986,1986-06-14T00:00:00Z,PFA,COMEDY ITALIAN STYLE series,Also with: Prof. D’Amico,,804,,Mario Monicelli,,,,,,,,,,,,,Let’s Hope It’s a Girl,Big Deal on,Madonna Street,,,,,,,,,,,,,,
00528,,06,11,1986,1986-06-11T00:00:00Z,PFA,Kinoshita Tribute,,,805,,Audie Bock,,,,,,,,,,,,You Were Like a Wild Chrysanthemum,Distant Clouds,,,,,,,,,,,,,,,,
00529,,07,01,1986,1986-07-01T00:00:00Z,PFA,,,,806,,David L. Brown,,,,,,,,,,,,A Question of Power,,,,,,,,,,,,,,,,,
00530,,07,08,1986,1986-07-08T00:00:00Z,PFA,,,,807,,Warren Sonbert,,,,,,,,,,,,Marnie,A Woman’s Touch,,,,,,,,,,,,,,,,
00531,,07,22,1986,1986-07-22T00:00:00Z,PFA,,,,808,,Theresa Tollini,,,,,,,,,,,,Breaking Silence,,,,,,,,,,,,,,,,,
00532,,07,29,1986,1986-07-29T00:00:00Z,PFA,,,,809,,Bill Brand,,,,,,,,,,,,Coal Fields,Chuck Will’s Widow,,,,,,,,,,,,,,,,
00533,,09,02,1986,1986-09-02T00:00:00Z,PFA,,,,810,,Fernando Birri,,,,,,,,,,,,Tire Die,Los Inundados,,,,,,,,,,,,,,,,
00534,,09,06,1986,1986-09-06T00:00:00Z,PFA,,,,811,,Agnieszka Holland,,,,,,,,,,,,A Woman Alone,,,,,,,,,,,,,,,,,
00535,,09,07,1986,1986-09-07T00:00:00Z,PFA,,,,812,,Anna-Lena Wibom,,,,,,,,,,,,Haxan,,,,,,,,,,,,,,,,,
00536,,09,11,1986,1986-09-11T00:00:00Z,PFA,Library of Congress Film Preservation,,,813,,Scott Simmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00537,,,,,,PFA,Library of Congress Film Preservation,,cont’d.,814,,Scott Simmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00538,,09,16,1986,1986-09-16T00:00:00Z,PFA,,,,815,,Richard Gordon,,,,,,,,,,,,All Under Heaven and Small Happiness,To Taste a Hundred Herbs,,,,,,,,,,,,,,,,
00539,,09,16,1986,1986-09-16T00:00:00Z,PFA,,,,816,,Richard Gordon,,,,,,,,,,,,To TAste a Hundred Herbs,,,,,,,,,,,,,,,,,
00540,,09,18,1986,1986-09-18T00:00:00Z,PFA,,,,817,,Louis Hock,,,,,,,,,,,,The Mexican Tapes: A Chronicle of Life,"Outside the Law, Parts I and II",The Mexican Tapes: Parts III and IV,,,,,,,,,,,,,,,
00541,,09,26,1986,1986-09-26T00:00:00Z,PFA,,,,818,,Lucy Phenix,Veronica Selver,,,,,,,,,,,You Got to Move,,,,,,,,,,,,,,,,,
00542,,10,07,1986,1986-10-07T00:00:00Z,PFA,Japanese Experimental Films: Jikken Eiga Tour ‘87,,,819,,Tatsu Aoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00543,,10,16,1986,1986-10-16T00:00:00Z,PFA,"Brecht and Eisler: A Lecture by Klaus Voelker followed by Kuhle Wampe, Rain and Night and Fog",,,820,,Klaus Voelker,,,,,,,,,,,,Kuhle Wampe,Rain,Night and Fog,,,,,,,,,,,,,,,
00544,,10,17,1986,1986-10-17T00:00:00Z,PFA,,,,821,,Elem Klimov,,,,,,,,,,,,Come and See,,,,,,,,,,,,,,,,,
00545,,10,18,1986,1986-10-18T00:00:00Z,PFA,,,,822,,Albert Mkrtchian,,,,,,,,,,,,Tango of Our Childhood,,,,,,,,,,,,,,,,,
00546,,10,21,1986,1986-10-21T00:00:00Z,PFA,FOUND IMAGES AND SOUNDSlCOLLAGE FILMS,,,823,,Alan Berliner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00547,,10,23,1986,1986-10-23T00:00:00Z,PFA,,,,824,,Pal Schiffer,,,,,,,,,,,,LET ME REST IN PEACE,,,,,,,,,,,,,,,,,
00548,,02,15,1984,1984-02-15T00:00:00Z,PFA,,,,825,,Alex Gordon,,,,,,,,,,,,RIDER OF DEATH,RIDERS OF THE PURPLE SAGE,,,,,,,,,,,,,,,,
00549,,02,28,1986,1986-02-28T00:00:00Z,PFA,,,,826,,George Kuchar,,,,,,,,,,,,WEATHER DIARY,ASCENSION OF THE DEMONOIDS,,,,,,,,,,,,,,,,
00550,,11,11,1986,1986-11-11T00:00:00Z,PFA,,,,827,,Warren Sonbert,,,,,,,,,,,,DIVIDED LOYALTIES,HALL OF MIRRORS,THE CUP AND THE LIP,,,,,,,,,,,,,,,
00551,,11,18,1986,1986-11-18T00:00:00Z,PFA,Films by Kenneth Anger,,,828,,Jean-Claude Lebensztejn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00552,,11,13,1986,1986-11-13T00:00:00Z,PFA,,,,829,,Lea Pool,,,,,,,,,,,,A WOMAN IN TRANSIT,,,,,,,,,,,,,,,,,
00553,,01,15,1987,1987-01-15T00:00:00Z,PFA,,,,830,,William K. Everson,,,,,,,,,,,,MYSTERY RANCH,THE YELLOW TICKET,,,,,,,,,,,,,,,,
00554,,01,16,1987,1987-01-16T00:00:00Z,PFA,,,,831,,William K. Everson,,,,,,,,,,,,CORRIDOR OF MIRRORS,INTRODUCING RICHARD MASSINGHAM,I WAS A SPY,,,,,,,,,,,,,,,
00555,,01,18,1987,1987-01-18T00:00:00Z,PFA,,,,832,,William K. Everson,,,,,,,,,,,,STRANGE BOARDERS,THE BOHEMIAN GIRL,,,,,,,,,,,,,,,,
00556,,01,24,1987,1987-01-24T00:00:00Z,PFA,,,,833,,William K. Everson,,,,,,,,,,,,I TAKE THIS WOMAN,THE WOMAN HE SCORNED,,,,,,,,,,,,,,,,
00557,,01,27,1987,1987-01-27T00:00:00Z,PFA,,,,834,,Ernie Gehr,,,,,,,,,,,,SHIFT,MIRAGE,REAR WINDOW,SIGNAL GERMANY ON THE AIR,,,,,,,,,,,,,,
00558,,01,29,1987,1987-01-29T00:00:00Z,PFA,,,,835,,Percy Adlon,,,,,,,,,,,,HERSCHEL AND THE MUSIC OF THE STARS,,,,,,,,,,,,,,,,,
00559,,02,09,1987,1987-02-09T00:00:00Z,Wheeler Auditorium,,,,836,,Miguel Littin,,,,,,,,,,,,ACTA GENERAL DE CHILE,,,,,,,,,,,,,,,,,
00560,,02,10,1987,1987-02-10T00:00:00Z,Wheeler Auditorium,,,,837,,Ettore Scola,,,,,,,,,,,,WE ALL LOVED EACH OTHER SO MUCH,,,,,,,,,,,,,,,,,
00561,,02,21,1987,1987-02-21T00:00:00Z,PFA,,,,838,,Xie Fei,,,,,,,,,,,,A GIRL FROM HUNAN,SACRIFICED YOUTH,,,,,,,,,,,,,,,,
00562,,03,03,1987,1987-03-03T00:00:00Z,PFA,,,,839,,Andras Szirtes,,,,,,,,,,,,FUNERAL OF MOZART LENZ,,,,,,,,,,,,,,,,,
00563,,03,10,1987,1987-03-10T00:00:00Z,PFA,,,,840,,John Cohen,,,,,,,,,,,,MOUNTAIN MUSIC OF PERU AND MUSICAL DOCUMENTS,,,,,,,,,,,,,,,,,
00564,,03,12,1987,1987-03-12T00:00:00Z,PFA,,,,841,,Doug Hall,,,,,,,,,,,,STORM AND STRESS,SONGS OF THE 80s,,,,,,,,,,,,,,,,
00565,,03,20,1987,1987-03-20T00:00:00Z,PFA,,,,842,,Robert Gitt,,,,,,,,,,,,A STAR iS BORN,,,,,,,,,,,,,,,,,
00566,,03,29,1987,1987-03-29T00:00:00Z,PFA,,,,843,,Axel Corti,,,,,,,,,,,,SANTA FE,,,,,,,,,,,,,,,,,
00567,,04,05,1987,1987-04-05T00:00:00Z,PFA,,,,844,,Coes Carax,,,,,,,,,,,,BAD BLOOD,,,,,,,,,,,,,,,,,
00568,,04,05,1987,1987-04-05T00:00:00Z,Wheeler Auditorium,,,,845,,Margit Saad,,,,,,,,,,,,THE STORY OF THE NICE OLD MAN AND THE BEAUTIFUL YOUNG GIRL,,,,,,,,,,,,,,,,,
00569,,04,10,1987,1987-04-10T00:00:00Z,PFA,,,,846,,Alfred Behrens,,,,,,,,,,,,WALKMAN BLUES,INCHES FROM THE BERLIN S-BAHM,,,,,,,,,,,,,,,,
00570,,04,14,1987,1987-04-14T00:00:00Z,PFA,8 mm FiIms,,,847,,George Kuchar,Mike Kuchar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00571,,04,23,1987,1987-04-23T00:00:00Z,PFA,,,,848,,Gyula Gazdag,,,,,,,,,,,,SINGING ON THE TREADMILL,THE RESOLUTION,,,,,,,,,,,,,,,,
00572,,04,24,1987,1987-04-24T00:00:00Z,PFA,,,,849,,Gyula Gazdag,,,,,,,,,,,,THE WHISTLING COBBLESTONE,,,,,,,,,,,,,,,,,
00573,,04,30,1987,1987-04-30T00:00:00Z,PFA,,,,850,,Gyula Gazdag,,,,,,,,,,,,THE LONG DISTANCE RUNNER,HAPPY NEW YEAR,SELECTION,THE BANQUET,,,,,,,,,,,,,,
00574,,05,01,1987,1987-05-01T00:00:00Z,PFA,,,,851,,Fadwa El Guindi,,,,,,,,,,,,THE PARTING,CELEBRATION DE MATRIMONIO,EL SEBON,,,,,,,,,,,,,,,
00575,,05,07,1987,1987-05-07T00:00:00Z,PFA,,Parts I and II,,852,,Ronald Holloway,,,,,,,,,,,,THE TRIAL,,,,,,,,,,,,,,,,,
00576,,05,12,1987,1987-05-12T00:00:00Z,PFA,RECENT FRENCH EXPERIMENTAL FILM,,,853,,Yann Beauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00577,,06,09,1987,1987-06-09T00:00:00Z,PFA,,,,854,,Abigail Child,,,,,,,,,,,,THE MUSKATEERS OF PIG ALLEY,THOSE AWFUL HATS,,,,,,,,,,,,,,,,
00578,,06,23,1987,1987-06-23T00:00:00Z,PFA,,,,855,,Ed Jones,,,,,,,,,,,,MEMORABiLiA,NINE YEARS BEHIND THE WHEEL,,,,,,,,,,,,,,,,
00579,,07,07,1987,1987-07-07T00:00:00Z,PFA,,,,856,,Gyula Gazdag,,,,,,,,,,,,A HUNGARIAN FOLK TALE,,,,,,,,,,,,,,,,,
00580,,07,01,1987,1987-07-01T00:00:00Z,PFA,,,,857,,Scott Simmon,,,,,,,,,,,,THE LEOPARD MAN,BLACK MAGIC,THE SECRET SIN,THE CIRCUS MAN,WOMANHANDLED,RUNNING WILD,,,,,,,,,,,,
00581,,07,13,1987,1987-07-13T00:00:00Z,PFA,,,,858,,Samuel Fuller,,,,,,,,,,,,PARK ROW,THE BiG RED ONE,,,,,,,,,,,,,,,,
00582,,07,15,1987,1987-07-15T00:00:00Z,PFA,,,,859,,Scott Simmon,,,,,,,,,,,,THE MYSTERY OF EDWIN DROOD,THE BRIDE OF FRANKENSTEIN,BIG BOY,BEWARE,DOOMSDAY,STARK LOVE,,,,,,,,,,,,
00583,,07,28,1987,1987-07-28T00:00:00Z,PFA,The Agony and the Irony—Video Art,,,860,,Jeanne C. Finley,Dale Hoyt,,,,,,,,,,,I SAW JESUS IN A TORTILLA,COMMON MISTAKES,DEAF DOGS CAN HEAR,RISKS OF INDIVIDUAL ACTION,ACCIDENTAL CONFESSIONS,THE COMPLETE ANNE FRANK,,,,,,,,,,,,
00584,,08,04,1987,1987-08-04T00:00:00Z,PFA,,,,861,,Larry Gottheim,,,,,,,,,,,,FOUR SHADOWS,"MNEMOSYNE, MOTHER OF MUSES",,,,,,,,,,,,,,,,
00585,,08,12,1987,1987-08-12T00:00:00Z,PFA,,,,862,,Scott Simmon,,,,,,,,,,,,the Ten Commandments,THE CANADIAN,conrad in quest of his youth,,,,,,,,,,,,,,,
00586,,08,18,1987,1987-08-18T00:00:00Z,PFA,,,,863,,Aron Ranen,,,,,,,,,,,,television Believers,rock my religion,der riese,,,,,,,,,,,,,,,
00587,,08,22,1987,1987-08-22T00:00:00Z,PFA,,,,864,,William K. Everson,,,,,,,,,,,,the long memory,the spider and the fly,a tale of two cities,the copper beeches,the man with the twisted lip,a desser woorng,,,,,,,,,,,,
00588,,08,24,1987,1987-08-24T00:00:00Z,PFA,,,,865,,William K. Everson,,,,,,,,,,,,bought,she takes a holiday,the last trail,stranger at my door,the webster boy,maskerade,,,,,,,,,,,,
00589,,08,26,1987,1987-08-26T00:00:00Z,PFA,,,,866,,William K. Everson,,,,,,,,,,,,heart’s desire,skinner’s dress suit,the white sin,douce,love story,the white unicorn,,,,,,,,,,,,
00590,,08,29,1987,1987-08-29T00:00:00Z,PFA,,,,867,,William K. Everson,,,,,,,,,,,,the ringer,the informer,the devil’s love,hoopla!,odor in the court,,,,,,,,,,,,,
00591,,08,31,1987,1987-08-31T00:00:00Z,PFA,,,,868,,William K. Everson,,,,,,,,,,,,gangway,let george do it,paid to love,fultah fishman,paris-new your,,,,,,,,,,,,,
00592,,09,09,1987,1987-09-09T00:00:00Z,Wheeler Auditorium,,,,869,,Tengiz Abuladze,,,,,,,,,,,,repentance,,,,,,,,,,,,,,,,,
00593,,09,09,1987,1987-09-09T00:00:00Z,Wheeler Auditorium,,,,870,,Tengiz Abuladze,,,,,,,,,,,,repentance,,,,,,,,,,,,,,,,,
00594,,09,29,1987,1987-09-29T00:00:00Z,PFA,paper tiger television,,,871,,DeeDee Halleck,Chip Lord,Nathalie Magnan,,,,,,,,,,,,,,,,,,,,,,,,,,,
00595,,10,01,1987,1987-10-01T00:00:00Z,PFA,,,,872,,Richard Dindo,,,,,,,,,,,,the swiss in the spanish civil war,"Max Frisch, Journals I - III",The execution of traitor Ernst S.,"Hans Staub, Photojournalist",naive artists of east switzerland,,,,,,,,,,,,,
00596,,10,06,1987,1987-10-06T00:00:00Z,PFA,,,,873,,Nathaniel Dorsky,,,,,,,,,,,,pneuma,17 reasons why,alaya,,,,,,,,,,,,,,,
00597,,10,13,1987,1987-10-13T00:00:00Z,PFA,,,,874,,Chuck Kleinhaus,,,,,,,,,,,,CIRCUS GIRLS,SAPPHO,,,,,,,,,,,,,,,,
00598,,10,14,1987,1987-10-14T00:00:00Z,Wheeler Auditorium,,,,875,,Sir Richard Attenborough,,,,,,,,,,,,CRY FREEDOM,,,,,,,,,,,,,,,,,
00599,,10,14,1987,1987-10-14T00:00:00Z,Wheeler Auditorium,,,,876,,Sir Richard Attenborough,,,,,,,,,,,,CRY FREEDOM,,,,,,,,,,,,,,,,,
00600,,11,24,1987,1987-11-24T00:00:00Z,PFA,Visual Reasearch in Art: Four Films by Rose Lowder,,,877,,Rose Lowder,,,,,,,,,,,,PARCELLE,CHAMP PROVENCAL,Retour d'un repère composé,SCENES DE LA VIE FRANCAISE,,,,,,,,,,,,,,
00601,,11,20,1987,1987-11-20T00:00:00Z,PFA,,,,878,,Chick Strand,,,,,,,,,,,,ANSELMO AND THE WOMAN BY THE LAKE,FAKE FRUIT,ARTIFICIAL PARADISE,,,,,,,,,,,,,,,
00602,,12,01,1987,1987-12-01T00:00:00Z,PFA,,,,879,,Jon Jost,,,,,,,,,,,,BELL DIAMOND,SECOND WIND,,,,,,,,,,,,,,,,
00603,,12,03,1987,1987-12-03T00:00:00Z,Wheeler Auditorium,,,,880,,Alex Cox,,,,,,,,,,,,WALKER,,,,,,,,,,,,,,,,,
00604,,12,06,1987,1987-12-06T00:00:00Z,PFA,,,,881,,David Bradley,,,,,,,,,,,,LE VOYAGE IMAGINAIRE,CRAINQUEBILLE,,,,,,,,,,,,,,,,
00605,,01,10,1988,1988-01-10T00:00:00Z,PFA,,,,882,,Mark Kitchell,Veronica Selver,,,,,,,,,,,BERKELEY IN THE SIXTIES,,,,,,,,,,,,,,,,,
00606,,01,17,1988,1988-01-17T00:00:00Z,PFA,,,,883,,William K. Everson,,,,,,,,,,,,INSPECTOR HORNLEiGH ON HOLIDAY,WATERLOO ROAD,HOLY TERROR,A DEVIL WITH WOMEN,BORN RECKLESS,KING KLUNK,,,,,,,,,,,,
00607,,01,20,1988,1988-01-20T00:00:00Z,PFA,,,,884,,William K. Everson,,,,,,,,,,,,A GIRL’S FOLLY,THE KING ON MAIN STREET,THE WORST WOMAN IN PARIS,DUSTY ERMINE,LAZYBONES,NIGHT TRAIN TO MUNICH,THE WAY AHEAD,,,,,,,,,,,
00608,,01,23,1988,1988-01-23T00:00:00Z,PFA,,,,885,,William K. Everson,,,,,,,,,,,,THE COMEDY MAN,JEALOUSY,POIL DE cARROTE,CAPTAIN BLACKJACK,,,,,,,,,,,,,,
00609,,01,26,1988,1988-01-26T00:00:00Z,PFA,,,,886,,William K. Everson,,,,,,,,,,,,CAMEO KIRBY,PATHWAYS OF LIFE,AMBITION,DADDY LONG LEGS,,,,,,,,,,,,,,
00610,,01,27,1988,1988-01-27T00:00:00Z,PFA,,,,887,,William K. Everson,,,,,,,,,,,,THE WANDERING JEW,UNDER YOUR HAT,THE YOUNG IN HEART,MARIE GALANTE,,,,,,,,,,,,,,
00611,,01,29,1988,1988-01-29T00:00:00Z,PFA,,,,888,,Chen Kaige,,,,,,,,,,,,THE BIG PARADE,,,,,,,,,,,,,,,,,
00612,,02,01,1988,1988-02-01T00:00:00Z,PFA,,,,889,,Stephen Gong,,,,,,,,,,,,LAST OF THE LINE,THE TONGMAN,,,,,,,,,,,,,,,,
00613,,02,04,1988,1988-02-04T00:00:00Z,PFA,,,,890,,Arthur Cantrill,Corinne Cantrill,,,,,,,,,,,WARRAH,THE SECOND JOURNEY (TO ULURU),,,,,,,,,,,,,,,,
00614,,02,11,1988,1988-02-11T00:00:00Z,PFA,,,,891,,George Kuchar,,,,,,,,,,,,EAST BY SOUTHWEST,ALBUM FIVE: THE THURSDAY PEOPLE,,,,,,,,,,,,,,,,
00615,,02,23,1988,1988-02-23T00:00:00Z,PFA,,,,892,,Lynn Hershman Leeson,,,,,,,,,,,,CONFESSIONS OF A CHAMELEON,BINGE,LONG SHOT,,,,,,,,,,,,,,,
00616,,02,25,1988,1988-02-25T00:00:00Z,PFA,The Art of Film Editing,,,893,,Tom Priestley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00617,,02,29,1988,1988-02-29T00:00:00Z,PFA,,,,894,,Marlon Riggs,,,,,,,,,,,,ETHNIC NOTIONS,PINKY,,,,,,,,,,,,,,,,
00618,,03,01,1988,1988-03-01T00:00:00Z,PFA,,,,895,,John Adair,,,,,,,,,,,,"A WEAVE IN TIME: THE STORY OF A NAVAJO FAMILY, 1938-86",INTREPID SHADOWS,NAVAJO SILVERSMITH,,,,,,,,,,,,,,,
00619,,03,03,1988,1988-03-03T00:00:00Z,PFA,EPHEMERAL FILMS,,,896,,Rick Prelinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00620,,03,06,1988,1988-03-06T00:00:00Z,PFA,,"Albert Johnson, host",,897,,David Raksin,Albert Johnson,,,,,,,,,,,THE BAD AND THE BEAUTIFUL,,,,,,,,,,,,,,,,,
00621,,03,07,1988,1988-03-07T00:00:00Z,PFA,,,,898,,Loni Ding,,,,,,,,,,,,THE COLOR OF HONOR,,,,,,,,,,,,,,,,,
00622,,03,10,1988,1988-03-10T00:00:00Z,PFA,,,,899,,Dennis O’Rourke,,,,,,,,,,,,THE SHARK CALLERS OF KONTU,""". . . COULDN’T BE FAIRER""",,,,,,,,,,,,,,,,
00623,,03,15,1988,1988-03-15T00:00:00Z,PFA,,,,900,,Dennis O’Rourke,,,,,,,,,,,,YAP . . . HOW DID YOU KNOW WE’D LIKE TV?,HALF LIFE,,,,,,,,,,,,,,,,
00624,,03,17,1988,1988-03-17T00:00:00Z,PFA,,,,901,,Dennis O’Rourke,,,,,,,,,,,,CANNIBAL TOURS,,,,,,,,,,,,,,,,,
00625,,03,20,1988,1988-03-20T00:00:00Z,Wheeler Auditorium,,,,902,,Robert Gardner,,,,,,,,,,,,KING JAMES VERSION,,,,,,,,,,,,,,,,,
00626,,03,24,1988,1988-03-24T00:00:00Z,Wheeler Auditorium,,,,903,,Edward Yang,,,,,,,,,,,,THE TERRORIZER,,,,,,,,,,,,,,,,,
00627,,03,24,1988,1988-03-24T00:00:00Z,PFA,,,,904,,Iralki Kwirikadze,,,,,,,,,,,,THE SWIMMER,,,,,,,,,,,,,,,,,
00628,,03,26,1988,1988-03-26T00:00:00Z,Wheeler Auditorium,,,,905,,Yuri Iienko Dratch,,,,,,,,,,,,A SPRING FOR THE THIRSTY,,,,,,,,,,,,,,,,,
00629,,03,26,1988,1988-03-26T00:00:00Z,Wheeler Auditorium,,,,906,,Nicos Papatakis,,,,,,,,,,,,THE PHOTOGRAPH,,,,,,,,,,,,,,,,,
